review_id,app_id,app_name,content,score,thumbs_up_count,review_created_at,sentiment
3be4e797-e13a-4aaf-bb63-a78090f8ea6e,com.gojek.app,Gojek,"Sistem gofood gajelas, susah dapet driver padahal makanan belom di buat sama resto tapi gabisa di batalin, disuruh tunggu sampai waktu sekian baru bisa batalin ujung²nya ga dapat driver juga, mana customer service nya gabisa di chat manual, kenapa harus chat auto gitu, ga membantu ga berguna gajelas 14/06/26 tanggapan admin tdak mmbntu sma sekali,anda tdak mengerti poin yg diblg, sy blg mslah soal sistem gofood yg knpa hrus tdk bisa dibatalkan saat blm dpt drver pdhal resto blm memasak mkananny",1,3,2026-06-14 18:46:58,negatif
f3ed24ab-c55a-4203-9566-60a49f2b4e3c,com.gojek.app,Gojek,iklan nya ganggu,1,0,2026-06-14 18:00:41,netral
b12fa23b-929c-4556-b38f-5eb08c130d77,com.gojek.app,Gojek,"gojek gimana si ngarahin driver makanan saya, ngarahin nya ke jalan buntu mulu",1,0,2026-06-14 15:47:36,netral
e1d039a2-2eb7-4dd2-b9ef-f3af48c85090,com.gojek.app,Gojek,gojek ini kenapa gw selama bertahun-tahun pembayaran bner kenapa akun gopaylater gua di riview..gw mau pake lagi ga bisa.gimana ini gojek..yg nunggak seharusnya di giniiin,1,1,2026-06-14 15:08:05,negatif
5cf8006f-8fd2-419a-90ad-a04c4be96913,com.gojek.app,Gojek,"tolong diperbaiki, titik koordinat di peta dengan alamat tidak mau sinkron, sangat merugikan buat pelanggan dan driver",1,0,2026-06-14 13:59:33,negatif
3e9f2318-f433-42cc-9489-a9dc0a17a974,com.gojek.app,Gojek,APK sedang EROR tolong perbaiki,1,0,2026-06-14 13:52:57,netral
34c09a80-cebe-487b-995c-e9a291217854,com.gojek.app,Gojek,"2 kali laporan makanan yang dipesan kurang. udah kirim foto juga. tp tetap jawabannya tidak dapat diproses karena makanan tidak dalam keadaan terbuka. nasi bungkus kalau kemasan udah dibuka, makanan jd berantakan akhirnya laporan saya tidak ditanggapi dan berakhir dengan saya sedekah dengan resto maupun aplikasi. parahh..",1,0,2026-06-14 13:02:40,negatif
ecf64612-81c1-480a-93c6-16bda7b78f21,com.gojek.app,Gojek,"masih sadis potongan taripnya, driver ditindas habis2an",1,0,2026-06-14 12:43:13,netral
bfafb79f-2fb7-4b44-9af2-d9b758d44dd7,com.gojek.app,Gojek,lama cari driver nyaa,1,0,2026-06-14 12:37:01,negatif
7d933f36-37d7-4424-95ee-e00bde3d0bc5,com.gojek.app,Gojek,nomor otp ya bermasalah,1,0,2026-06-14 08:46:30,netral
fd997910-1aa8-4142-afb2-6d9650b360f6,com.gojek.app,Gojek,"jujur saya kecewa karena salah satu drivernya, paket obat obatan yang saya kirimkan tidak sampai ke penerima. sudah mencoba menghubungi driver untuk meminta iktikad baik setidaknya bisa segera mengirimkan ke penerima tapi tidak ada tanggapan dari driver, sudah diurus melalui customer service tapi tidak ada tanggapan juga. terima kasih ya, lebih baik saya beralih ke aplikasi sebelah saja.",1,0,2026-06-14 00:09:04,negatif
02794bc2-5d6a-420c-8d05-b173f4eb12da,com.gojek.app,Gojek,"KECEWA BANGET!!! udah buat 2 akun dan keduanya ga bisa pakai voucher, padahal udah pakai gojek plus di kedua akun. entah bug atau apa, lenyap gitu aja. padahal udah pakai gojek udah mau setahun dan selalu pakai gojek kalau mau pesan makanan karna memang selalu murah di gojek, tapi saat voucher nya lenyap semuanya jadi keliatan mahal. mau uninstall aja deh",1,0,2026-06-13 22:46:11,negatif
d58d0d07-39e9-41fd-83a5-0fee262911e5,com.gojek.app,Gojek,"belakangan sering banget kalo mesen gofood, gak ada sama sekali driver yang ngambil, bahkan estimasi sampai telat 30 menit lebih, akhirnya otomatis ke cancel dari aplikasinya, gak ada kompensasi pula, nunggu lama lama digituin.",1,0,2026-06-13 20:07:02,negatif
fefb209b-6c52-424b-9357-9836e890aadc,com.gojek.app,Gojek,aplikasi biadab nungguin lama² ga ada hasilnya driver selalu ga ada,1,0,2026-06-13 19:37:11,negatif
80336a60-a36a-41d0-bfba-a09dc714a3fe,com.gojek.app,Gojek,"beli paket kuota bayar pake gopay, gopay terpotong tp paket kuota ga masuk, hubungi cs jg sia2 aja ga ada solusi boro2 saldo gopay balik",1,0,2026-06-13 19:08:00,negatif
a8586ceb-4370-469a-bf86-c8f3af2e3a67,com.gojek.app,Gojek,"busukk bgttt, tiap aku pesen knp bapak gojek nya pada diem aja di tempat dan banyak yg tidak bertanggungjawab. di apk sebelah lebih bertanggungjawab walaupun jaraknya jauh sekalipun masih ingin mengantarkan",1,0,2026-06-13 18:31:50,negatif
eeb18924-966a-4cd2-b317-44806c9037c0,com.gojek.app,Gojek,not good,1,0,2026-06-13 16:34:19,positif
40e6b1e7-4a22-4a2f-938f-7b9b9e77c3c8,com.gojek.app,Gojek,nyari driver lama,1,0,2026-06-13 16:25:20,negatif
ccc8010e-fbd7-42f7-bbb1-b6479678cc0d,com.gojek.app,Gojek,"pesanan gofood tidak lengkap. penjual tidak bisa dichat. driver dichat tidak balas, padahal chat masih aktif. entah kurang dari penjualnya atau diambil ojolnya.",1,0,2026-06-13 16:11:47,negatif
304dede7-e207-4fb3-97d2-6fb6ef90d6d1,com.gojek.app,Gojek,driver malas ambil orderan apalagi klu murah gara gara promo,1,0,2026-06-13 15:45:50,positif
5e5ee693-0528-402c-acd9-1d06f9304d03,com.gojek.app,Gojek,"aku beli es 5,000 malah datang nasi padang",1,1,2026-06-13 15:32:24,netral
ee19f7a3-88b4-4e49-a9f7-cce225ec421b,com.gojek.app,Gojek,tolong perbaiki lagi sistemnya,1,0,2026-06-13 15:31:23,netral
922a4b97-f024-4e8f-a01d-b93e115b8aa6,com.gojek.app,Gojek,"udah nunggu makanan satu jam an eh tiba tiba di batalin gra gra gaada driver,gedek banget pdhl udah laper",1,0,2026-06-13 14:58:46,netral
fffa648f-bca5-4aea-8cd0-ab6ef1e667d7,com.gojek.app,Gojek,"makin gk jelas, scam qris susah gak masuk"". mau cari gojek aja susahnya minta ampun gk jelas bgt busuk!!",1,0,2026-06-13 10:48:11,netral
c3589923-6b39-467a-92fd-f3ee38486bb6,com.gojek.app,Gojek,"untuk admin gojek, perlu di revisi untk aturan buat drivernua, krna driver gojek sering banget nolak orderan,apakah tidak ada peringtan kah ???",1,0,2026-06-13 08:38:42,negatif
859d429f-1f2e-46d9-9582-83a473210fef,com.gojek.app,Gojek,aplikasi g guna,1,0,2026-06-13 07:31:25,netral
9e203d8c-aa74-4b4f-9d49-22c2fd4c157b,com.gojek.app,Gojek,"bisa gak sih kalau bikin iklan gausah langsung masuk aplikasi, nyusahin apalagi pas balik data yang udah disiapin jadi ilang semua gara gara langsung diarahkan ke aplikasi",1,0,2026-06-13 06:37:46,negatif
fe71fcf7-4f2a-47c4-bdc1-9417cb506889,com.gojek.app,Gojek,Promo gofood yg diberikan sangat mengecewakan makanan promo yg disiapkan kwalitasnya sangat jauh berbeda dengan pembelian langsung di resto. Resto terkadang jg mengeluarkan diskon namun kwalitas makanannya tidak sejelek promo digojek.,1,0,2026-06-13 06:28:03,negatif
ed6b91e2-9ba9-4b5a-b296-8acbfbff3e95,com.gojek.app,Gojek,kebijakan terlalu buruk. driver tidak selalu merespon. pdhl mobil berhenti. kalo kita cancel dpt potongan biaya. parahh ya enak drivernya makan gaji buta. diam aja dpt 3000,1,6,2026-06-13 06:01:04,negatif
51ab4783-5176-4bc4-8d58-8790a0a4bc5f,com.gojek.app,Gojek,"GOJEK PAYAH!! NOMOR TELEPON KONSUMEN GOSEND SERING GAK BISA DIHUBUNGI, PADAHAL DI TELEPON DIDEPAN MATANYA. CHAT SERING GA DIBACA DAN KADANG GAK BISA CHAT MALAH. DISAMARIN SIH TERSERAH YG PENTING BISA DIHUBUNGI. UPDATE PULUHAN KALI TAPI GAK ADA PERUBAHAN.",1,1,2026-06-13 05:15:04,negatif
5bd41ace-e0c2-47a3-89c6-0372923fb509,com.gojek.app,Gojek,HAPUS ARGO HEMAT 7000 DAN 5000 TIDAK MANUSIAWI TERHADAP DRIVER,1,0,2026-06-13 04:00:48,negatif
13675e39-c71a-4484-a272-5d9f22ffe4bf,com.gojek.app,Gojek,"aplikasinya lag, kadang juga banyak bug, sistemnya kurang baik.",1,0,2026-06-12 22:51:17,negatif
af659c3a-59cd-41cc-90d2-2816f88bca0f,com.gojek.app,Gojek,jelek aplikasi nya ngelag mulu pdhl jaringan bagus,1,0,2026-06-12 21:17:44,netral
8ae363ca-1ce0-463e-b6fc-7915f6760332,com.gojek.app,Gojek,barang saya ketinggalan susah meghubungi driver dan gojek indonesia susah untuk di dm,1,0,2026-06-12 21:11:39,negatif
af6fc0ba-1722-4e30-8570-bab1176c54b2,com.gojek.app,Gojek,apk busuk ajing,1,0,2026-06-12 20:47:18,netral
3eb734ac-2e23-4785-8ab4-2728e24ccb74,com.gojek.app,Gojek,"Aplikasi lemot (loading mulu), padahal sinyal hp stabil. Udah instal ulang, hapus data, hapus cache, restart hp sama aja. Emang aplikasi gojeknya aja yg lemot. Perbaiki pliis",1,0,2026-06-12 20:18:29,negatif
c4da0ef1-5bb7-4ab1-a862-d2e0262b91f9,com.gojek.app,Gojek,aplikasi tidak bisa digunakan,1,2,2026-06-12 19:15:10,negatif
5f28af31-ee75-4aa1-8691-31b0d92f678c,com.gojek.app,Gojek,Setelah log in langsung log out sendiri,1,0,2026-06-12 17:28:56,netral
bba15b7b-7f6a-4b72-b89f-7bf7a3a8e7f4,com.gojek.app,Gojek,banyak driver yg ga amanah.,1,0,2026-06-12 16:25:32,negatif
fc587d5a-d5ae-409f-b9bc-33390bc7cd4f,com.gojek.app,Gojek,gosend dari pagi tidak dapat2 driver parah,1,0,2026-06-12 16:24:50,negatif
5abbbbb6-9f07-4191-80a8-e7f51184e091,com.gojek.app,Gojek,hapus aja fitur gojek murah klo ga guna,1,0,2026-06-12 16:24:02,netral
c19133e7-9b37-4f01-8570-4b4a1f0863fe,com.gojek.app,Gojek,ribet,1,0,2026-06-12 14:24:00,negatif
9b5c42d5-1d3c-47a2-8f94-5032469963cf,com.gojek.app,Gojek,"sejak pake live activity notification malah jadi jelek. malah ngga ada notifikasi suara, misal saat dapat driver gofood, saat driver chat, saat driver sampai. semua ngga ada notifikasi suara. apa ya harus terus dipantengin hapenya?????? harusnya kembali ke sistem notifikasi yg dulu. selalu ada notifikasi suara saat dapat driver gofood, saat driver/merchant nge-chat, saat driver sampai. lainnya OK, cuma sistem notifikasi yg jelek. benerin dong sistem notifikasinya",1,0,2026-06-12 13:30:54,negatif
f5cb83bf-3db6-4784-8052-196153dffb8c,com.gojek.app,Gojek,"setiap mau pesen dengan jarak yang sama, hari demi hari tarifnya malah makin naik, kok bisa ya padahal jaraknya ga sampe 2km tarif sampe 16 ribu... korupsi ya lama"" ni aplikasi nyari untung doang yang banyak ga merhatiin driver maupun customer",1,0,2026-06-12 13:13:47,negatif
52472ef5-ebfd-449f-b7ed-3f0056e774a9,com.gojek.app,Gojek,"ku kasih bintang nol ini asli, masa nyari driver susah amat",1,0,2026-06-12 12:52:02,negatif
7acbcfd6-86a4-4128-b663-13142e4a61a0,com.gojek.app,Gojek,sulit di gunakan,1,0,2026-06-12 12:12:13,negatif
6b0935ac-cebf-422e-9540-9d663dd43da2,com.gojek.app,Gojek,"Gopaypinjam telat sehari langsung diancam akan dibunbun, Omaygat. Aplikasi pinjaman lain aja santai, penting dibayar. Tinggal kasih bunga denda aja tiap harinya. Ini bener-bener dispam diancam akan dibunbun, termasuk orang terdekat anda katanya. Geblekkk. Langsung uninstall deh kalo udah lunas. Padahal tiap hari kita naik gojek ke tempat kerja nominal 90rb perhari (pp), tapi mohon maaf ga akan pake apps ini lagi. Tagihan 1x lagi alhamdulillah.",1,0,2026-06-12 12:01:25,negatif
5e6f7404-4310-48ba-8410-e48bb03dc904,com.gojek.app,Gojek,"Driver bike baik pas bawa penumpang aja, kalo lagi sendiri suka jalan di tengah jalan pelan pelan, suka ugal ugalan dijalan. Belum lagi kalo ditegor bawa temenya ngajak ribut. Seharusnya gojek membuat kebijakan driver harus tidak punya organisasi organisasi akamsi semoga ojol terhapuskan",1,0,2026-06-12 10:33:26,positif
369ecc6e-ab4d-4f74-84fe-7d88118af7c5,com.gojek.app,Gojek,"data dibocorkan ke pihak ketiga, menyesal menggunakan gojek",1,0,2026-06-12 08:52:48,netral
40c5e8c1-d040-423c-978c-9e7deda6cccb,com.gojek.app,Gojek,"apk gak jelas bikin badmood pagi""",1,0,2026-06-12 08:45:32,netral
6deab9ff-49d3-41e7-a410-73ee672fe0ab,com.gojek.app,Gojek,"ajukan komplain yang jawab AI, masalah ga selesai. haduh",1,0,2026-06-12 06:32:10,negatif
2f3da216-ee0c-4d67-9db4-1835932349f2,com.gojek.app,Gojek,"banyak driver suka sengaja lama2in biar si costumer yang cancel, karna driver ogah cancel, Ampe 19 menit nungguin",1,0,2026-06-12 06:31:55,netral
f1998fd6-767a-462f-bed1-6a62ffc0fdb1,com.gojek.app,Gojek,banyak driver minta cancel gak jelas,1,0,2026-06-12 01:39:07,netral
218896ef-785b-4f53-9926-9402b651f5ea,com.gojek.app,Gojek,"driver gocar atas nama sugiarto B1028TYX tolong di bina lagi, sering gantung order. penumpang nunggu lama",1,0,2026-06-12 00:34:53,negatif
003321a6-d408-4a27-a8e5-fa3bc62e4999,com.gojek.app,Gojek,iklan lu ganggu bgt. padahal saya udah pake gojek. berkali kali iklan kebuka sendiri gara2 pake aplikasi lain.. mending benahin tuh tarif lo yg ga bener. kadang driver dpt jauh yg disalahin customer. mana kalau komplen dijawab sama AI. jangan serakah,1,0,2026-06-11 22:27:06,negatif
e18b6d3f-554f-4ed0-a747-8b2f80307452,com.gojek.app,Gojek,sayang sekali keluhan saya tidak direspon dengan baik dan tidak ada tanggung jawabnya,1,0,2026-06-11 20:35:11,negatif
159c4002-af4c-4bcf-b044-dd75bb70e63d,com.gojek.app,Gojek,sangat kecewa SDH menggunakan apk gopay,1,0,2026-06-11 20:15:37,negatif
dc8ba2e6-85b5-48c0-a0b5-541b437cdb26,com.gojek.app,Gojek,"saya heran sm driver sekarang ini, pada ga ada sopan' nya. di jalanan mereka kebut'an selap sini selip sini, trs klo kehalang dikit aja langsung deh tuh marah'. ga ada etikanya driver sekarang!!!!",1,0,2026-06-11 20:04:36,negatif
b3b6c7a9-a7e5-4d5e-bf88-8b78835afbc9,com.gojek.app,Gojek,BAGUS? APANYA YANG BAGUS? BERAT LEMOT BOROS BATERAI. HARGA MAKIN GAK WAJAR. SUSAH CARI DRIVER.,1,0,2026-06-11 19:21:51,negatif
b0b5fcfe-5d77-4951-8946-5056dc78c178,com.gojek.app,Gojek,sangat mengecewakan sdh lebih 5 tahun menggunakan tetapi semakin kesini semakin menyebalkan,1,0,2026-06-11 17:14:39,negatif
585877b4-820a-4821-8d19-ff4a24e4b2a5,com.gojek.app,Gojek,"gopay terblokir katanya melanggar hukum. history mah cek aja, ga pernah aneh2. saya tanya cs karena apa jawabannya ulang2 terus, tidak menjawab keresahan. mau hapus akun juga tidak bisa, tanya cs dioper2 dari sini lah dari sana lah.",1,0,2026-06-11 17:09:42,negatif
95185ef1-a61e-4cfc-83c5-85b0cbfc94e4,com.gojek.app,Gojek,pelayanan nya kurang bagus dan kurang rahah,1,0,2026-06-11 17:06:59,negatif
a52d4e91-5173-4f1e-a893-b33f1ae7646b,com.gojek.app,Gojek,tolong agar aplikasi bisa narik motor dan mobil tanpa perlu mutasi. dan segera buka pembukaan besar2 Mitra GO-JEK combo bike dan car bisa onbid tanpa perlu mutasi. dan bisa masukan kendaraan lebih dari 1. karena saya dan kawan-kawan bingung kalau mau narik beda kendaraan entah karena yg didaftarin lagi di bengkel atau lainnya. tolong di jawab ya gojek saran yg membangun ini,1,0,2026-06-11 15:54:51,netral
398486bb-f54c-474b-bec0-28ab58e4097b,com.gojek.app,Gojek,"bikin sengsara driver, yang dimanjain yg Deket orang dalem. FUNGSI GORIDE CEPAT ITU APA, BIKIN KONFLIK CUSTOMER DRIVER AJA. KOK MAKIN KESINI GOJEK IDE-NYA KAYA ORANG GA MIKIR",1,1,2026-06-11 14:07:37,netral
e0eb5439-7f1d-4a0d-9bb3-ac5df13696b1,com.gojek.app,Gojek,susah verifikasi muka,1,0,2026-06-11 13:58:02,negatif
24a7e171-6eb2-47bd-8db2-0a2e920196c2,com.gojek.app,Gojek,jangan kebanyakan update yang gak perlu jadi Menuhin memori,1,0,2026-06-11 13:50:20,negatif
17379bb7-2904-4206-8ce7-6c05a2ae0191,com.gojek.app,Gojek,Sangat Mengecewakan,1,0,2026-06-11 11:45:54,negatif
